index,message_time,s,v,vehID,vehicle_number,x,y
71,14000.0,75.51460982084072,7.5110011419582285,flow_12.0,1.0,101.65,80.61460982084071
72,14200.0,2.184000000000001,3.12,flow_9.0,3.0,98.35000000000001,192.716
73,14200.0,3.4940494985738635,3.3937379746474976,flow_6.0,2.0,191.40595050142613,101.65
74,14200.0,77.01681004923236,7.5110011419582285,flow_12.0,1.0,101.65,82.11681004923236
75,14400.0,2.912000000000001,3.64,flow_9.0,3.0,98.35000000000001,191.988
76,14400.0,4.174575808931934,3.4026315517903507,flow_6.0,2.0,190.72542419106807,101.65
77,14400.0,78.519010277624,7.5110011419582285,flow_12.0,1.0,101.65,83.619010277624
78,14600.0,3.7440000000000015,4.16,flow_9.0,3.0,98.35000000000001,191.156
79,14600.0,4.854973370308228,3.4019878068814693,flow_6.0,2.0,190.04502662969176,101.65
80,14600.0,79.95637815774906,7.186839400625263,flow_12.0,1.0,101.65,85.05637815774905
81,14800.0,4.6800000000000015,4.68,flow_9.0,3.0,98.35000000000001,190.22
82,14800.0,5.535381668054789,3.4020414887328045,flow_6.0,2.0,189.36461833194522,101.65
83,14800.0,81.31596826009633,6.797950511736375,flow_12.0,1.0,101.65,86.41596826009632
84,15000.0,5.720000000000001,5.199999999999999,flow_9.0,3.0,98.35000000000001,189.18
85,15000.0,6.215789061710041,3.4020369682762577,flow_6.0,2.0,188.68421093828997,101.65
86,15000.0,82.59908777420831,6.415597570559906,flow_12.0,1.0,101.65,87.69908777420831
87,15200.0,6.864000000000001,5.719999999999999,flow_9.0,3.0,98.35000000000001,188.036
88,15200.0,6.896196532259145,3.402037352745519,flow_6.0,2.0,188.00380346774085,101.65
89,15200.0,83.80672966984312,6.038209478174027,flow_12.0,1.0,101.65,88.90672966984312
90,15400.0,8.112,6.239999999999998,flow_9.0,3.0,98.35000000000001,186.788
91,15400.0,7.576603996202296,3.402037319715753,flow_6.0,2.0,187.3233960037977,101.65
92,15400.0,84.93937156547793,5.663209478174027,flow_12.0,1.0,101.65,90.03937156547792
93,15600.0,9.464,6.759999999999998,flow_9.0,3.0,98.35000000000001,185.436
94,15600.0,8.257011460718756,3.4020373225822973,flow_6.0,2.0,186.64298853928125,101.65
95,15600.0,85.9986801277794,5.2965428115073605,flow_12.0,1.0,101.65,91.09868012777939
96,15800.0,10.92,7.279999999999998,flow_9.0,3.0,98.35000000000001,183.98
97,15800.0,0.0,0.0,flow_11.0,4.0,98.35000000000001,194.9
98,15800.0,8.937418925184947,3.4020373223309543,flow_6.0,2.0,185.96258107481506,101.65
99,15800.0,86.98656011865229,4.939399954364505,flow_12.0,1.0,101.65,92.08656011865229
100,16000.0,12.46690909090909,7.7345454545454535,flow_9.0,3.0,98.35000000000001,182.4330909090909
101,16000.0,0.10400000000000009,0.52,flow_11.0,4.0,98.35000000000001,194.796
102,16000.0,9.61782638965559,3.4020373223532228,flow_6.0,2.0,185.28217361034442,101.65
103,16000.0,87.90387725303427,4.586585671909899,flow_12.0,1.0,101.65,93.00387725303426
104,16200.0,14.082261233019851,8.076760710553813,flow_9.0,3.0,98.35000000000001,180.81773876698014
105,16200.0,0.3120000000000003,1.04,flow_11.0,4.0,98.35000000000001,194.588
106,16200.0,10.298233854125836,3.4020373223512284,flow_6.0,2.0,184.60176614587417,101.65
107,16200.0,0.0,0.0,flow_7.0,5.0,194.9,101.65
108,16200.0,88.75196361818547,4.240431825756053,flow_12.0,1.0,101.65,93.85196361818547
109,16400.0,15.736128856415204,8.269338116976769,flow_9.0,3.0,98.35000000000001,179.1638711435848
110,16400.0,0.6240000000000006,1.56,flow_11.0,4.0,98.35000000000001,194.276
111,16400.0,10.97864131859612,3.4020373223514087,flow_6.0,2.0,183.9213586814039,101.65
112,16400.0,0.10400000000000009,0.52,flow_7.0,5.0,194.796,101.65
113,16400.0,89.53338331667001,3.907098492422723,flow_12.0,1.0,101.65,94.63338331667
114,16600.0,17.40128241153581,8.32576777560303,flow_9.0,3.0,98.35000000000001,177.4987175884642
115,16600.0,1.040000000000001,2.08,flow_11.0,4.0,98.35000000000001,193.86
116,16600.0,11.659048783066398,3.4020373223513922,flow_6.0,2.0,183.2409512169336,101.65
117,16600.0,0.3120000000000003,1.04,flow_7.0,5.0,194.588,101.65
118,16800.0,19.067278200367255,8.32997894415723,flow_9.0,3.0,98.35000000000001,175.83272179963274
119,16800.0,1.5600000000000005,2.6,flow_11.0,4.0,98.35000000000001,193.34
120,16800.0,12.339456247536676,3.4020373223513944,flow_6.0,2.0,182.56054375246333,101.65
121,16800.0,0.6240000000000006,1.56,flow_7.0,5.0,194.276,101.65
122,17000.0,20.73327820036726,8.33,flow_9.0,3.0,98.35000000000001,174.16672179963274
123,17000.0,2.184000000000001,3.12,flow_11.0,4.0,98.35000000000001,192.716
124,17000.0,13.019863712006954,3.402037322351394,flow_6.0,2.0,181.88013628799305,101.65
125,17000.0,1.040000000000001,2.08,flow_7.0,5.0,193.86,101.65
126,17200.0,22.399278200367256,8.33,flow_9.0,3.0,98.35000000000001,172.50072179963274
127,17200.0,2.912000000000001,3.64,flow_11.0,4.0,98.35000000000001,191.988
128,17200.0,13.700271176477232,3.402037322351394,flow_6.0,2.0,181.19972882352278,101.65
129,17200.0,1.5600000000000005,2.6,flow_7.0,5.0,193.34,101.65
130,17400.0,24.06527820036726,8.33,flow_9.0,3.0,98.35000000000001,170.83472179963275
131,17400.0,3.7440000000000015,4.16,flow_11.0,4.0,98.35000000000001,191.156
132,17400.0,14.38067864094751,3.402037322351394,flow_6.0,2.0,180.5193213590525,101.65
133,17400.0,2.168580549480935,3.0429027474046704,flow_7.0,5.0,192.73141945051907,101.65
134,17600.0,25.731278200367257,8.33,flow_9.0,3.0,98.35000000000001,169.16872179963275
135,17600.0,4.6800000000000015,4.68,flow_11.0,4.0,98.35000000000001,190.22
136,17600.0,15.061086105417788,3.4020373223513936,flow_6.0,2.0,179.83891389458222,101.65
137,17600.0,2.840103326190773,3.3576138835491904,flow_7.0,5.0,192.05989667380922,101.65
138,17800.0,27.397278200367253,8.33,flow_9.0,3.0,98.35000000000001,167.50272179963275
139,17800.0,5.720000000000001,5.199999999999999,flow_11.0,4.0,98.35000000000001,189.18
140,17800.0,15.741493569888066,3.4020373223513944,flow_6.0,2.0,179.15850643011194,101.65
141,17800.0,3.5405409545333857,3.502188141713066,flow_7.0,5.0,191.35945904546662,101.65
142,18000.0,29.06327820036725,8.33,flow_9.0,3.0,98.35000000000001,165.83672179963276
143,18000.0,6.864000000000001,5.719999999999999,flow_11.0,4.0,98.35000000000001,188.036
144,18000.0,16.421901034358342,3.4020373223513944,flow_6.0,2.0,178.47809896564166,101.65
145,18000.0,4.244461170233649,3.5196010785013114,flow_7.0,5.0,190.65553882976636,101.65
146,18200.0,30.729278200367247,8.33,flow_9.0,3.0,98.35000000000001,164.17072179963276
147,18200.0,8.112,6.239999999999998,flow_11.0,4.0,98.35000000000001,186.788
148,18200.0,17.10230849882862,3.402037322351394,flow_6.0,2.0,177.79769150117139,101.65
149,18200.0,4.948092239549172,3.518155346577615,flow_7.0,5.0,189.95190776045084,101.65
150,18400.0,32.395278200367244,8.33,flow_9.0,3.0,98.35000000000001,162.50472179963276
151,18400.0,9.464,6.759999999999998,flow_11.0,4.0,98.35000000000001,185.436
152,18400.0,17.782715963298898,3.402037322351394,flow_6.0,2.0,177.1172840367011,101.65
153,18400.0,5.651753590737121,3.5183067559397423,flow_7.0,5.0,189.2482464092629,101.65
154,18600.0,34.06127820036724,8.33,flow_9.0,3.0,98.35000000000001,160.83872179963276
155,18600.0,10.92,7.279999999999998,flow_11.0,4.0,98.35000000000001,183.98
156,18600.0,18.463123427769176,3.402037322351394,flow_6.0,2.0,176.43687657223083,101.65
157,18600.0,6.355411732930374,3.5182907109662698,flow_7.0,5.0,188.54458826706963,101.65
158,18800.0,35.72727820036724,8.33,flow_9.0,3.0,98.35000000000001,159.17272179963277
159,18800.0,12.46690909090909,7.7345454545454535,flow_11.0,4.0,98.35000000000001,182.4330909090909
160,18800.0,19.143530892239454,3.4020373223513944,flow_6.0,2.0,175.75646910776055,101.65
161,18800.0,7.059070219337103,3.518292432033643,flow_7.0,5.0,187.8409297806629,101.65
162,19000.0,37.393278200367234,8.33,flow_9.0,3.0,98.35000000000001,157.50672179963277
163,19000.0,14.082261233019851,8.076760710553813,flow_11.0,4.0,98.35000000000001,180.81773876698014
164,19000.0,19.823938356709732,3.4020373223513944,flow_6.0,2.0,175.07606164329027,101.65
165,19000.0,7.76272866836595,3.518292245144234,flow_7.0,5.0,187.13727133163405,101.65
166,19200.0,39.05927820036723,8.33,flow_9.0,3.0,98.35000000000001,155.84072179963277
167,19200.0,15.736128856415204,8.269338116976769,flow_11.0,4.0,98.35000000000001,179.1638711435848
168,19200.0,20.50434582118001,3.4020373223513944,flow_6.0,2.0,174.39565417882,101.65
169,19200.0,8.46638712150437,3.5182922656920965,flow_7.0,5.0,186.43361287849564,101.65
170,19400.0,40.72527820036723,8.33,flow_9.0,3.0,98.35000000000001,154.17472179963278
171,19400.0,17.40128241153581,8.32576777560303,flow_11.0,4.0,98.35000000000001,177.4987175884642
172,19400.0,21.184753285650288,3.4020373223513944,flow_6.0,2.0,173.71524671434972,101.65
173,19400.0,9.170045574185236,3.5182922634043305,flow_7.0,5.0,185.72995442581475,101.65
174,19600.0,42.391278200367225,8.33,flow_9.0,3.0,98.35000000000001,152.50872179963278
175,19600.0,19.067278200367255,8.32997894415723,flow_11.0,4.0,98.35000000000001,175.83272179963274
176,19600.0,21.865160750120566,3.4020373223513944,flow_6.0,2.0,173.03483924987944,101.65
177,19600.0,9.873704026917698,3.5182922636623117,flow_7.0,5.0,185.0262959730823,101.65
178,19800.0,44.05727820036722,8.33,flow_9.0,3.0,98.35000000000001,150.84272179963278
179,19800.0,20.73327820036726,8.33,flow_11.0,4.0,98.35000000000001,174.16672179963274
180,19800.0,22.545568214590844,3.4020373223513944,flow_6.0,2.0,172.35443178540916,101.65
181,19800.0,10.577362479644266,3.5182922636328438,flow_7.0,5.0,184.32263752035573,101.65
182,20000.0,45.72327820036722,8.33,flow_9.0,3.0,98.35000000000001,149.1767217996328
183,20000.0,22.399278200367256,8.33,flow_11.0,4.0,98.35000000000001,172.50072179963274
184,20000.0,23.225975679061122,3.402037322351395,flow_6.0,2.0,171.67402432093888,101.65
185,20000.0,11.281020932371517,3.5182922636362535,flow_7.0,5.0,183.6189790676285,101.65
186,20200.0,47.389278200367215,8.33,flow_9.0,3.0,98.35000000000001,147.5107217996328
187,20200.0,24.06527820036726,8.33,flow_11.0,4.0,98.35000000000001,170.83472179963275
188,20200.0,23.9063831435314,3.402037322351395,flow_6.0,2.0,170.9936168564686,101.65
189,20200.0,11.984679385098689,3.5182922636358542,flow_7.0,5.0,182.9153206149013,101.65
190,20400.0,49.05527820036721,8.33,flow_9.0,3.0,98.35000000000001,145.8447217996328
191,20400.0,25.731278200367257,8.33,flow_11.0,4.0,98.35000000000001,169.16872179963275
192,20400.0,24.586790608001678,3.4020373223513944,flow_6.0,2.0,170.31320939199833,101.65
193,20400.0,12.688337837825868,3.5182922636359,flow_7.0,5.0,182.21166216217412,101.65
194,20600.0,50.72127820036721,8.33,flow_9.0,3.0,98.35000000000001,144.1787217996328
195,20600.0,27.397278200367253,8.33,flow_11.0,4.0,98.35000000000001,167.50272179963275
196,20600.0,25.267198072471956,3.402037322351395,flow_6.0,2.0,169.63280192752805,101.65
197,20600.0,13.391996290553047,3.5182922636358946,flow_7.0,5.0,181.50800370944694,101.65
198,20800.0,52.387278200367206,8.33,flow_9.0,3.0,98.35000000000001,142.5127217996328
199,20800.0,29.06327820036725,8.33,flow_11.0,4.0,98.35000000000001,165.83672179963276
200,20800.0,25.947605536942234,3.402037322351395,flow_6.0,2.0,168.95239446305777,101.65
201,20800.0,14.095654743280226,3.518292263635895,flow_7.0,5.0,180.80434525671978,101.65
202,21000.0,54.0532782003672,8.33,flow_9.0,3.0,98.35000000000001,140.8467217996328
203,21000.0,30.729278200367247,8.33,flow_11.0,4.0,98.35000000000001,164.17072179963276
204,21000.0,26.628013001412512,3.4020373223513953,flow_6.0,2.0,168.2719869985875,101.65
205,21000.0,14.799313196007406,3.518292263635897,flow_7.0,5.0,180.1006868039926,101.65
206,21200.0,55.7192782003672,8.33,flow_9.0,3.0,98.35000000000001,139.1807217996328
207,21200.0,32.395278200367244,8.33,flow_11.0,4.0,98.35000000000001,162.50472179963276
208,21200.0,27.30842046588279,3.402037322351395,flow_6.0,2.0,167.59157953411722,101.65
209,21200.0,15.502971648734585,3.5182922636358964,flow_7.0,5.0,179.39702835126542,101.65
210,21400.0,57.385278200367196,8.33,flow_9.0,3.0,98.35000000000001,137.5147217996328
211,21400.0,34.06127820036724,8.33,flow_11.0,4.0,98.35000000000001,160.83872179963276
212,21400.0,27.988827930353068,3.402037322351395,flow_6.0,2.0,166.91117206964694,101.65
213,21400.0,16.206630101461762,3.518292263635896,flow_7.0,5.0,178.69336989853824,101.65
214,21600.0,59.0512782003672,8.33,flow_9.0,3.0,98.35000000000001,135.8487217996328
215,21600.0,35.72727820036724,8.33,flow_11.0,4.0,98.35000000000001,159.17272179963277
216,21600.0,28.669235394823346,3.4020373223513953,flow_6.0,2.0,166.23076460517666,101.65
217,21600.0,16.910288554188945,3.518292263635896,flow_7.0,5.0,177.98971144581105,101.65
218,21800.0,60.7172782003672,8.33,flow_9.0,3.0,98.35000000000001,134.18272179963282
219,21800.0,37.393278200367234,8.33,flow_11.0,4.0,98.35000000000001,157.50672179963277
220,21800.0,29.349642859293624,3.4020373223513953,flow_6.0,2.0,165.55035714070638,101.65
221,21800.0,17.61394700691612,3.5182922636358955,flow_7.0,5.0,177.28605299308387,101.65
222,22000.0,62.383278200367194,8.33,flow_9.0,3.0,98.35000000000001,132.51672179963282
223,22000.0,39.05927820036723,8.33,flow_11.0,4.0,98.35000000000001,155.84072179963277
224,22000.0,30.030050323763902,3.4020373223513958,flow_6.0,2.0,164.8699496762361,101.65
225,22000.0,18.317605459643303,3.5182922636358955,flow_7.0,5.0,176.5823945403567,101.65
226,22200.0,64.0492782003672,8.33,flow_9.0,3.0,98.35000000000001,130.85072179963282
227,22200.0,40.72527820036723,8.33,flow_11.0,4.0,98.35000000000001,154.17472179963278
228,22200.0,30.71045778823418,3.4020373223513953,flow_6.0,2.0,164.18954221176583,101.65
229,22200.0,19.02126391237048,3.518292263635895,flow_7.0,5.0,175.87873608762953,101.65
230,22400.0,65.7152782003672,8.33,flow_9.0,3.0,98.35000000000001,129.18472179963283
231,22400.0,42.391278200367225,8.33,flow_11.0,4.0,98.35000000000001,152.50872179963278
232,22400.0,31.390865252704458,3.4020373223513953,flow_6.0,2.0,163.50913474729555,101.65
233,22400.0,19.72492236509766,3.518292263635897,flow_7.0,5.0,175.17507763490235,101.65
234,22600.0,67.38127820036719,8.33,flow_9.0,3.0,98.35000000000001,127.51872179963281
235,22600.0,44.05727820036722,8.33,flow_11.0,4.0,98.35000000000001,150.84272179963278
236,22600.0,32.071272717174736,3.4020373223513958,flow_6.0,2.0,162.82872728282527,101.65
237,22600.0,20.428580817824837,3.518292263635897,flow_7.0,5.0,174.47141918217517,101.65
238,22800.0,69.04727820036719,8.33,flow_9.0,3.0,98.35000000000001,125.85272179963282
239,22800.0,45.72327820036722,8.33,flow_11.0,4.0,98.35000000000001,149.1767217996328
240,22800.0,32.751680181645014,3.4020373223513958,flow_6.0,2.0,162.148319818355,101.65
241,22800.0,21.13223927055202,3.5182922636358964,flow_7.0,5.0,173.76776072944799,101.65
242,23000.0,70.71327820036718,8.33,flow_9.0,3.0,98.35000000000001,124.18672179963282
243,23000.0,47.389278200367215,8.33,flow_11.0,4.0,98.35000000000001,147.5107217996328
244,23000.0,33.43208764611529,3.402037322351396,flow_6.0,2.0,161.4679123538847,101.65
245,23000.0,21.835897723279196,3.5182922636358964,flow_7.0,5.0,173.0641022767208,101.65
246,23200.0,72.37927820036718,8.33,flow_9.0,3.0,98.35000000000001,122.52072179963282
247,23200.0,49.05527820036721,8.33,flow_11.0,4.0,98.35000000000001,145.8447217996328
248,23200.0,34.11249511058557,3.4020373223513958,flow_6.0,2.0,160.78750488941444,101.65
249,23200.0,22.53955617600638,3.518292263635896,flow_7.0,5.0,172.36044382399362,101.65
250,23400.0,74.04527820036718,8.33,flow_9.0,3.0,98.35000000000001,120.85472179963283
251,23400.0,50.72127820036721,8.33,flow_11.0,4.0,98.35000000000001,144.1787217996328
252,23400.0,34.79290257505585,3.4020373223513958,flow_6.0,2.0,160.10709742494416,101.65
253,23400.0,23.243214628733554,3.5182922636358955,flow_7.0,5.0,171.65678537126644,101.65
254,23600.0,75.7064078098735,8.305648047531625,flow_9.0,3.0,98.35000000000001,119.19359219012651
255,23600.0,52.387278200367206,8.33,flow_11.0,4.0,98.35000000000001,142.5127217996328
256,23600.0,35.473310039526126,3.402037322351396,flow_6.0,2.0,159.42668996047388,101.65
257,23600.0,23.946873081460737,3.5182922636358955,flow_7.0,5.0,170.95312691853925,101.65
258,23800.0,77.28753741937982,7.905648047531627,flow_9.0,3.0,98.35000000000001,117.61246258062019
259,23800.0,54.0532782003672,8.33,flow_11.0,4.0,98.35000000000001,140.8467217996328
260,23800.0,36.153717503996404,3.402037322351396,flow_6.0,2.0,158.7462824960036,101.65
261,23800.0,24.650531534187913,3.518292263635895,flow_7.0,5.0,170.24946846581207,101.65
262,24000.0,78.78961054841082,7.510365645155047,flow_9.0,3.0,98.35000000000001,116.11038945158919
263,24000.0,55.7192782003672,8.33,flow_11.0,4.0,98.35000000000001,139.1807217996328
264,24000.0,36.83412496846668,3.4020373223513967,flow_6.0,2.0,158.06587503153332,101.65
265,24000.0,25.354189986915095,3.518292263635895,flow_7.0,5.0,169.54581001308492,101.65
266,24200.0,80.21273630902078,7.115628803049785,flow_9.0,3.0,98.35000000000001,114.68726369097922
267,24200.0,57.385278200367196,8.33,flow_11.0,4.0,98.35000000000001,137.5147217996328
268,24200.0,37.51453243293696,3.4020373223513967,flow_6.0,2.0,157.38546756706305,101.65
269,24200.0,26.05784843964227,3.518292263635897,flow_7.0,5.0,168.84215156035773,101.65
270,24400.0,81.55808429185296,6.726739914160896,flow_9.0,3.0,98.35000000000001,113.34191570814704
271,24400.0,59.0512782003672,8.33,flow_11.0,4.0,98.35000000000001,135.8487217996328
272,24400.0,38.19493989740724,3.402037322351396,flow_6.0,2.0,156.70506010259277,101.65
273,24400.0,26.761506892369454,3.5182922636358964,flow_7.0,5.0,168.13849310763055,101.65
274,24600.0,82.82696168644985,6.344386972984424,flow_9.0,3.0,98.35000000000001,112.07303831355016
275,24600.0,60.7172782003672,8.33,flow_11.0,4.0,98.35000000000001,134.18272179963282
276,24600.0,38.875347361877516,3.4020373223513967,flow_6.0,2.0,156.0246526381225,101.65
277,24600.0,27.46516534509663,3.5182922636358964,flow_7.0,5.0,167.43483465490337,101.65
278,24800.0,84.02083908104673,5.969386972984425,flow_9.0,3.0,98.35000000000001,110.87916091895327
279,24800.0,62.383278200367194,8.33,flow_11.0,4.0,98.35000000000001,132.51672179963282
280,24800.0,39.555754826347794,3.4020373223513967,flow_6.0,2.0,155.3442451736522,101.65
281,24800.0,28.168823797823812,3.518292263635896,flow_7.0,5.0,166.7311762021762,101.65
282,25000.0,85.1400991384813,5.596300287172899,flow_9.0,3.0,98.35000000000001,109.7599008615187
283,25000.0,64.01514544899793,8.159336243153634,flow_11.0,4.0,98.35000000000001,130.8848545510021
284,25000.0,40.23616229081807,3.402037322351397,flow_6.0,2.0,154.66383770918193,101.65
285,25000.0,28.872482250550995,3.518292263635896,flow_7.0,5.0,166.027517749449,101.65
286,25200.0,86.18602586258255,5.229633620506235,flow_9.0,3.0,98.35000000000001,108.71397413741745
287,25200.0,65.58193616506111,7.833953580315939,flow_11.0,4.0,98.35000000000001,129.3180638349389
288,25200.0,40.91656975528835,3.402037322351397,flow_6.0,2.0,153.98343024471166,101.65
289,25200.0,29.57614070327817,3.518292263635895,flow_7.0,5.0,165.32385929672182,101.65
290,25400.0,87.16052401525523,4.872490763363377,flow_9.0,3.0,98.35000000000001,107.73947598474477
291,25400.0,67.08505401198781,7.515589234633478,flow_11.0,4.0,98.35000000000001,127.8149459880122
292,25400.0,41.59697721975863,3.402037322351397,flow_6.0,2.0,153.30302278024138,101.65
293,25400.0,30.279799156005346,3.5182922636358946,flow_7.0,5.0,164.62020084399467,101.65
294,25400.0,0.0,0.0,flow_2.0,6.0,5.1,98.35000000000001
295,25600.0,88.06541515702271,4.5244557088374195,flow_9.0,3.0,98.35000000000001,106.83458484297729
296,25600.0,68.52426208447841,7.196040362453027,flow_11.0,4.0,98.35000000000001,126.3757379155216
297,25600.0,42.277384684228906,3.4020373223513976,flow_6.0,2.0,152.6226153157711,101.65
298,25600.0,30.98345760873253,3.5182922636358978,flow_7.0,5.0,163.91654239126746,101.65
299,25600.0,0.10400000000000009,0.52,flow_2.0,6.0,5.204,98.35000000000001
300,25800.0,88.90107552955942,4.178301862683574,flow_9.0,3.0,98.35000000000001,105.99892447044058
301,25800.0,69.90116060383683,6.8844925967921276,flow_11.0,4.0,98.35000000000001,124.99883939616318
302,25800.0,42.957792148699184,3.402037322351397,flow_6.0,2.0,151.94220785130082,101.65
303,25800.0,31.687116061459704,3.5182922636358938,flow_7.0,5.0,163.2128839385403,101.65
