index,1,2,3,4
0,0.25,0.25,0.25,0.25
1,0.25,0.25,0.25,0.25
2,0.25,0.25,0.25,0.25
3,0.25,0.25,0.25,0.25
4,0.25,0.25,0.25,0.25
5,0.25,0.25,0.25,0.25
6,0.25,0.25,0.25,0.25
7,0.25,0.25,0.25,0.25
8,0.25,0.25,0.25,0.25
9,0.25000331831893496,0.24999889389368837,0.24999889389368837,0.24999889389368837
10,0.2500034245412707,0.24999885848624306,0.24999885848624306,0.24999885848624306
11,0.2500036437384367,0.24999878542052112,0.24999878542052112,0.24999878542052112
12,0.2500039897669755,0.2499986700776748,0.2499986700776748,0.2499986700776748
13,0.2500044842905927,0.2499985052364691,0.2499985052364691,0.2499985052364691
14,0.25000515783484895,0.24999828072171704,0.24999828072171704,0.24999828072171704
15,0.2500060511934581,0.24999798293551392,0.24999798293551392,0.24999798293551392
16,0.25000718915377546,0.2499976036154082,0.2499976036154082,0.2499976036154082
17,0.2500085801234544,0.24999713995884856,0.24999713995884856,0.24999713995884856
18,0.25001020593889056,0.24999659802036983,0.24999659802036983,0.24999659802036983
19,0.25001204015569356,0.24999598661476885,0.24999598661476885,0.24999598661476885
20,0.25001408210226134,0.24999530596591288,0.24999530596591288,0.24999530596591288
21,0.25001634277709933,0.24999455240763357,0.24999455240763357,0.24999455240763357
22,0.25001883331696056,0.24999372222767985,0.24999372222767985,0.24999372222767985
23,0.25002156485456933,0.24999281171514354,0.24999281171514354,0.24999281171514354
24,0.2500245485235873,0.24999181715880422,0.24999181715880422,0.24999181715880422
25,0.2500277954585181,0.2499907348471606,0.2499907348471606,0.2499907348471606
26,0.25003131679479,0.2499895610684033,0.2499895610684033,0.2499895610684033
27,0.2500351236688353,0.24998829211038825,0.24998829211038825,0.24998829211038825
28,0.2500392272181732,0.24998692426060895,0.24998692426060895,0.24998692426060895
29,0.2500436385814965,0.24998545380616788,0.24998545380616788,0.24998545380616788
30,0.25004836889876075,0.2499838770337464,0.2499838770337464,0.2499838770337464
31,0.2500534293112779,0.24998219022957402,0.24998219022957402,0.24998219022957402
32,0.25005883096181164,0.2499803896793961,0.2499803896793961,0.2499803896793961
33,0.2500645849946777,0.24997847166844078,0.24997847166844078,0.24997847166844078
34,0.25007070255584607,0.24997643248138468,0.24997643248138468,0.24997643248138468
35,0.2500771947930476,0.2499742684023175,0.2499742684023175,0.2499742684023175
36,0.25008407285588297,0.24997197571470564,0.24997197571470564,0.24997197571470564
37,0.25009134789593596,0.24996955070135465,0.24996955070135465,0.24996955070135465
38,0.2500990310668887,0.2499669896443704,0.2499669896443704,0.2499669896443704
39,0.25010713352464164,0.24996428882511945,0.24996428882511945,0.24996428882511945
40,0.25011566642743577,0.24996144452418811,0.24996144452418811,0.24996144452418811
41,0.25012464093597836,0.24995845302134057,0.24995845302134057,0.24995845302134057
42,0.25013406821357254,0.24995531059547585,0.24995531059547585,0.24995531059547585
43,0.25014395942624945,0.24995201352458354,0.24995201352458354,0.24995201352458354
44,0.25015432574290397,0.24994855808569869,0.24994855808569869,0.24994855808569869
45,0.2501651783354338,0.24994494055485542,0.24994494055485542,0.24994494055485542
46,0.25017652837888177,0.2499411572070394,0.2499411572070394,0.2499411572070394
47,0.2501883870515814,0.24993720431613953,0.24993720431613953,0.24993720431613953
48,0.25020076553530574,0.24993307815489807,0.24993307815489807,0.24993307815489807
49,0.2502136750154196,0.24992877499486016,0.24992877499486016,0.24992877499486016
50,0.2502271266810347,0.24992429110632178,0.24992429110632178,0.24992429110632178
51,0.2502411317251687,0.24991962275827706,0.24991962275827706,0.24991962275827706
52,0.25025761026616106,0.24991412991127968,0.24991412991127968,0.24991412991127968
53,0.2502768263706755,0.24990772454310814,0.24990772454310814,0.24990772454310814
54,0.25029908487371894,0.24990030504209368,0.24990030504209368,0.24990030504209368
55,0.25032473486102647,0.24989175504632452,0.24989175504632452,0.24989175504632452
56,0.2503541735126884,0.2498819421624372,0.2498819421624372,0.2498819421624372
57,0.25038785031035443,0.2498707165632152,0.2498707165632152,0.2498707165632152
58,0.2504253153941111,0.24985822820196293,0.24985822820196293,0.24985822820196293
59,0.25046512145121624,0.24984495951626123,0.24984495951626123,0.24984495951626123
60,0.25050733994129354,0.2498308866862355,0.2498308866862355,0.2498308866862355
61,0.2505509346681408,0.24981488138774174,0.24981930255637566,0.24981488138774174
62,0.25059815711259265,0.24979909349364943,0.24980365590010858,0.24979909349364943
63,0.2506468611009397,0.24978570865202135,0.24978614216912454,0.2497812880779144
64,0.2506992941734948,0.24976817155192335,0.24976892448103263,0.24976360979354922
65,0.25075441083289945,0.2497497743155795,0.24975089392041558,0.2497449209311054
66,0.2508122682020019,0.24973049664567315,0.24973205237645166,0.24972518277587327
67,0.2508729174573992,0.24971032259972317,0.2497124093621695,0.24970435058070806
68,0.2509364120769753,0.24968925020133503,0.24969195594353566,0.249682381778154
69,0.2510028074139877,0.24966729287480693,0.2496706641618492,0.2496592355493561
70,0.2510721640684137,0.24964448512212073,0.24964847464057005,0.24963487616889554
71,0.2511445411409606,0.24962087860173077,0.24962531397149765,0.24960926628581098
72,0.2512199836631386,0.24959653290134104,0.2496011290018072,0.2495823544337131
73,0.2512985261786357,0.24957152284733683,0.2495758723616883,0.2495540786123392
74,0.2513801957326295,0.24954594568518204,0.24954948930651719,0.24952436927567126
75,0.2514650107378365,0.24951992462729286,0.24952191641104904,0.2494931482238216
76,0.251552979669013,0.24949361269970766,0.24949308030100173,0.24946032733027762
77,0.2516440996378284,0.24946719693987623,0.24946289626518905,0.2494258071571063
78,0.25173837760368695,0.2494408350904102,0.24943128930346836,0.24938949800243448
